epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,6154.09,0.55109,0.30306,0.96949,0.99563,0.98364,0.992,0.89209,0.50471,0.21151,0.83992,0.00373,0.00373,0.00373
192,6182.55,0.54872,0.29836,0.96592,0.9952,0.9838,0.99188,0.89396,0.50239,0.20989,0.83958,0.003697,0.003697,0.003697
193,6210.77,0.54951,0.30281,0.96847,0.99524,0.9838,0.99204,0.89435,0.50303,0.20982,0.83946,0.003664,0.003664,0.003664
194,6239.49,0.55297,0.30375,0.97364,0.99531,0.9838,0.9922,0.89481,0.50309,0.2079,0.83955,0.003631,0.003631,0.003631
195,6267.53,0.53818,0.29868,0.96444,0.99562,0.98279,0.99187,0.89377,0.50449,0.20887,0.83933,0.003598,0.003598,0.003598
196,6295.75,0.5424,0.29576,0.97034,0.99562,0.98245,0.99171,0.89316,0.5053,0.20954,0.83972,0.003565,0.003565,0.003565
197,6324.37,0.54159,0.2955,0.97365,0.99454,0.98291,0.99201,0.89349,0.50582,0.20951,0.84055,0.003532,0.003532,0.003532
198,6352.92,0.54033,0.29846,0.96929,0.99454,0.98369,0.99207,0.89302,0.50565,0.21061,0.84046,0.003499,0.003499,0.003499
199,6381.3,0.54285,0.29697,0.97243,0.99454,0.9835,0.99194,0.8933,0.50376,0.21102,0.84027,0.003466,0.003466,0.003466
200,6409.97,0.5372,0.30028,0.97053,0.99506,0.98164,0.99229,0.89407,0.50248,0.21203,0.83991,0.003433,0.003433,0.003433
201,6440.22,0.53973,0.29718,0.96607,0.99519,0.98164,0.99233,0.89412,0.50273,0.21265,0.83965,0.0034,0.0034,0.0034
202,6469.59,0.53958,0.29752,0.96786,0.99514,0.98164,0.99225,0.89464,0.50195,0.21283,0.83895,0.003367,0.003367,0.003367
203,6499.49,0.5423,0.30097,0.97022,0.99562,0.98239,0.99231,0.89533,0.50151,0.21254,0.83829,0.003334,0.003334,0.003334
204,6528.76,0.53439,0.29306,0.9685,0.9955,0.98272,0.99258,0.89567,0.49972,0.21164,0.83803,0.003301,0.003301,0.003301
205,6557.19,0.53405,0.28988,0.96492,0.99506,0.98272,0.99258,0.89777,0.5,0.21154,0.83772,0.003268,0.003268,0.003268
206,6586.36,0.5278,0.29132,0.96111,0.99538,0.98272,0.99251,0.897,0.50059,0.21099,0.83817,0.003235,0.003235,0.003235
207,6615.51,0.53602,0.29151,0.96443,0.99532,0.98272,0.99243,0.89768,0.5013,0.21124,0.8381,0.003202,0.003202,0.003202
208,6644.78,0.53683,0.29462,0.9654,0.99542,0.98272,0.9923,0.89852,0.50073,0.2109,0.83796,0.003169,0.003169,0.003169
209,6673.73,0.53214,0.2955,0.9664,0.99562,0.98232,0.99208,0.89947,0.50018,0.21023,0.83791,0.003136,0.003136,0.003136
210,6702.6,0.53358,0.28794,0.96415,0.99562,0.98253,0.99181,0.89894,0.4998,0.20851,0.83802,0.003103,0.003103,0.003103
211,6731.01,0.52588,0.2896,0.96426,0.99562,0.9829,0.99176,0.89973,0.49744,0.20811,0.83704,0.00307,0.00307,0.00307
212,6759.66,0.53296,0.29367,0.97279,0.99463,0.98272,0.99193,0.8994,0.49669,0.20765,0.83669,0.003037,0.003037,0.003037
213,6788.93,0.52611,0.29047,0.96812,0.99454,0.98308,0.99219,0.89936,0.49596,0.2078,0.83664,0.003004,0.003004,0.003004
214,6817.82,0.53105,0.29103,0.965,0.9947,0.98272,0.99239,0.90066,0.49578,0.20677,0.83695,0.002971,0.002971,0.002971
215,6846.53,0.52494,0.28891,0.96188,0.99488,0.98272,0.99265,0.90086,0.49644,0.20641,0.83653,0.002938,0.002938,0.002938
216,6875.18,0.52252,0.29032,0.96491,0.99482,0.98272,0.99347,0.90031,0.49742,0.20678,0.83634,0.002905,0.002905,0.002905
217,6903.68,0.52761,0.28854,0.97199,0.99473,0.98272,0.99346,0.90068,0.49681,0.20727,0.83632,0.002872,0.002872,0.002872
218,6932.44,0.52057,0.28315,0.96394,0.99563,0.98355,0.99345,0.90062,0.49653,0.20697,0.83634,0.002839,0.002839,0.002839
219,6960.86,0.52542,0.2913,0.96374,0.99522,0.9838,0.99354,0.90065,0.49642,0.20685,0.83614,0.002806,0.002806,0.002806
220,6989.64,0.51402,0.28088,0.95632,0.99554,0.9838,0.99353,0.90009,0.49657,0.20653,0.83623,0.002773,0.002773,0.002773
221,7018.56,0.52246,0.28769,0.96156,0.99563,0.98356,0.99359,0.90082,0.49637,0.20646,0.83632,0.00274,0.00274,0.00274
222,7047.37,0.52874,0.28649,0.96675,0.99563,0.98307,0.9932,0.90073,0.49596,0.20663,0.83623,0.002707,0.002707,0.002707
223,7076.16,0.52046,0.28407,0.96078,0.99563,0.9831,0.99218,0.90071,0.49501,0.20572,0.8363,0.002674,0.002674,0.002674
224,7104.82,0.51645,0.28418,0.9592,0.99563,0.9838,0.98859,0.90037,0.49427,0.20544,0.83643,0.002641,0.002641,0.002641
225,7133.59,0.51963,0.28493,0.96299,0.99563,0.98345,0.98858,0.89841,0.49316,0.20517,0.83623,0.002608,0.002608,0.002608
226,7163.17,0.51497,0.28155,0.96101,0.99482,0.98272,0.99181,0.89946,0.49318,0.20484,0.83594,0.002575,0.002575,0.002575
227,7193.67,0.51667,0.28491,0.95516,0.9947,0.98272,0.99201,0.90013,0.49327,0.2046,0.83579,0.002542,0.002542,0.002542
228,7222.33,0.51579,0.28105,0.95361,0.99467,0.98272,0.99213,0.90137,0.49338,0.20489,0.83573,0.002509,0.002509,0.002509
229,7251.56,0.51808,0.28352,0.95733,0.99429,0.9838,0.99203,0.90024,0.49345,0.20564,0.83562,0.002476,0.002476,0.002476
230,7281.02,0.50566,0.27533,0.95361,0.99454,0.9829,0.99189,0.8999,0.49277,0.20543,0.8355,0.002443,0.002443,0.002443
231,7309.83,0.5162,0.28016,0.96153,0.99523,0.98272,0.99178,0.90001,0.49208,0.20549,0.83523,0.00241,0.00241,0.00241
232,7338.3,0.51419,0.27651,0.95899,0.99562,0.98294,0.99154,0.89981,0.49216,0.20542,0.83564,0.002377,0.002377,0.002377
233,7366.93,0.50681,0.27925,0.96184,0.99536,0.98272,0.99159,0.90061,0.49144,0.20562,0.83601,0.002344,0.002344,0.002344
234,7395.43,0.50396,0.27497,0.95692,0.99553,0.98272,0.99171,0.90129,0.49148,0.20528,0.836,0.002311,0.002311,0.002311
235,7424.1,0.51079,0.27382,0.96078,0.99453,0.9823,0.99182,0.89962,0.49108,0.20448,0.83609,0.002278,0.002278,0.002278
236,7452.38,0.51042,0.27667,0.9571,0.99562,0.98192,0.99187,0.89942,0.4908,0.20456,0.83611,0.002245,0.002245,0.002245
237,7480.39,0.50503,0.27148,0.95274,0.99434,0.98272,0.99176,0.8999,0.49145,0.20451,0.83626,0.002212,0.002212,0.002212
238,7509.79,0.50998,0.2785,0.95264,0.99443,0.98272,0.99175,0.8992,0.49185,0.20464,0.83619,0.002179,0.002179,0.002179
239,7539.02,0.50161,0.27244,0.95182,0.99454,0.98267,0.99187,0.90063,0.49192,0.20473,0.8361,0.002146,0.002146,0.002146
240,7567.52,0.50769,0.27835,0.95395,0.99583,0.98164,0.992,0.90074,0.49169,0.20441,0.83591,0.002113,0.002113,0.002113
241,7595.95,0.50872,0.2814,0.95589,0.99453,0.98272,0.99211,0.9016,0.49138,0.20446,0.83597,0.00208,0.00208,0.00208
242,7624.22,0.49677,0.27261,0.9515,0.99453,0.98233,0.99213,0.90047,0.49124,0.2046,0.83597,0.002047,0.002047,0.002047
243,7653.03,0.49848,0.27574,0.95208,0.99344,0.98187,0.99216,0.90167,0.49119,0.20469,0.83595,0.002014,0.002014,0.002014
244,7681.7,0.49906,0.27716,0.95623,0.99345,0.98208,0.99225,0.90101,0.49086,0.20475,0.83592,0.001981,0.001981,0.001981
245,7710.29,0.50313,0.27625,0.95152,0.99295,0.9838,0.99223,0.90029,0.49103,0.20521,0.83596,0.001948,0.001948,0.001948
246,7739.92,0.49603,0.27345,0.95578,0.99285,0.9838,0.9922,0.89935,0.49142,0.20494,0.83653,0.001915,0.001915,0.001915
247,7768.96,0.49695,0.27047,0.95279,0.99283,0.9838,0.99213,0.89993,0.49126,0.20428,0.83676,0.001882,0.001882,0.001882
248,7797.21,0.49044,0.26872,0.94854,0.99291,0.9838,0.99207,0.9007,0.49098,0.20466,0.83665,0.001849,0.001849,0.001849
249,7825.6,0.4986,0.27433,0.95213,0.99291,0.9838,0.99191,0.89957,0.49048,0.204,0.83653,0.001816,0.001816,0.001816
250,7854.51,0.48529,0.2666,0.94821,0.99284,0.9838,0.99167,0.90063,0.49052,0.20324,0.83664,0.001783,0.001783,0.001783
251,7884.02,0.49916,0.27062,0.9495,0.99285,0.9838,0.99157,0.89988,0.48998,0.20221,0.83644,0.00175,0.00175,0.00175
252,7913.55,0.48848,0.26876,0.95333,0.99285,0.9838,0.99152,0.90035,0.48949,0.20252,0.83628,0.001717,0.001717,0.001717
253,7942.4,0.48351,0.26256,0.94723,0.99277,0.9838,0.9915,0.90066,0.48979,0.20204,0.8366,0.001684,0.001684,0.001684
254,7972.6,0.48702,0.26506,0.94873,0.99341,0.9838,0.9915,0.90008,0.48957,0.2019,0.8366,0.001651,0.001651,0.001651
255,8000.85,0.48083,0.26795,0.94705,0.99266,0.98272,0.9913,0.8991,0.48915,0.20202,0.8363,0.001618,0.001618,0.001618
256,8029.82,0.48624,0.26764,0.94822,0.99345,0.98344,0.99127,0.89926,0.48863,0.20178,0.83615,0.001585,0.001585,0.001585
257,8059.1,0.48809,0.27283,0.9535,0.99346,0.98363,0.99128,0.9001,0.48854,0.20136,0.83597,0.001552,0.001552,0.001552
258,8088.96,0.48401,0.26508,0.94995,0.99345,0.98348,0.99134,0.9004,0.48826,0.20191,0.83613,0.001519,0.001519,0.001519
259,8117.8,0.48852,0.26586,0.94841,0.9934,0.9838,0.99131,0.89964,0.48845,0.20232,0.83616,0.001486,0.001486,0.001486
260,8146.61,0.48233,0.2663,0.94627,0.99346,0.98367,0.99119,0.90048,0.48832,0.20185,0.83618,0.001453,0.001453,0.001453
261,8174.75,0.48359,0.2676,0.95117,0.99345,0.98338,0.99114,0.89989,0.48809,0.20145,0.83584,0.00142,0.00142,0.00142
262,8203.08,0.48349,0.26552,0.94583,0.99345,0.98326,0.99097,0.90034,0.48802,0.20132,0.83577,0.001387,0.001387,0.001387
263,8231.95,0.47926,0.26476,0.94427,0.99297,0.98272,0.99089,0.90064,0.48801,0.20139,0.83573,0.001354,0.001354,0.001354
264,8262.58,0.48169,0.26414,0.94715,0.99291,0.98272,0.99069,0.90078,0.4878,0.2014,0.83565,0.001321,0.001321,0.001321
265,8290.84,0.47432,0.26065,0.94688,0.99344,0.98094,0.99053,0.90054,0.48775,0.20184,0.83579,0.001288,0.001288,0.001288
266,8319.65,0.47991,0.26404,0.94962,0.99344,0.98089,0.99037,0.9009,0.48797,0.20195,0.83597,0.001255,0.001255,0.001255
267,8348.03,0.48013,0.26228,0.94902,0.99344,0.98101,0.9902,0.9015,0.48821,0.20136,0.83645,0.001222,0.001222,0.001222
268,8376.94,0.47192,0.25854,0.94521,0.99326,0.98272,0.99011,0.90126,0.48813,0.2012,0.83654,0.001189,0.001189,0.001189
269,8406.33,0.47357,0.25664,0.94767,0.99332,0.98272,0.99,0.90236,0.48784,0.20118,0.83654,0.001156,0.001156,0.001156
270,8435.03,0.46969,0.25874,0.94574,0.99345,0.98289,0.98993,0.90217,0.48763,0.20125,0.83656,0.001123,0.001123,0.001123
271,8463.95,0.46689,0.25744,0.9422,0.99345,0.983,0.98992,0.90189,0.48721,0.2009,0.83632,0.00109,0.00109,0.00109
272,8492.48,0.47154,0.26265,0.9455,0.99345,0.98325,0.98987,0.90236,0.48752,0.20104,0.83634,0.001057,0.001057,0.001057
273,8520.65,0.4713,0.25913,0.94328,0.99345,0.9834,0.98984,0.90216,0.48714,0.2011,0.83633,0.001024,0.001024,0.001024
274,8549.04,0.46535,0.25656,0.94068,0.99345,0.98347,0.9898,0.90251,0.48697,0.201,0.83627,0.000991,0.000991,0.000991
275,8577.95,0.46904,0.25697,0.94243,0.99345,0.98335,0.98972,0.9022,0.48684,0.20124,0.83633,0.000958,0.000958,0.000958
276,8607.24,0.4684,0.25836,0.94475,0.99345,0.98349,0.98962,0.90191,0.48637,0.20115,0.83608,0.000925,0.000925,0.000925
277,8636.48,0.4628,0.25718,0.93914,0.99346,0.98363,0.9897,0.90217,0.48609,0.201,0.83594,0.000892,0.000892,0.000892
278,8665.19,0.46945,0.25873,0.94299,0.99345,0.98305,0.98972,0.90212,0.48594,0.201,0.83585,0.000859,0.000859,0.000859
279,8693.84,0.4721,0.2587,0.94551,0.99345,0.98292,0.98975,0.90321,0.48577,0.2008,0.83586,0.000826,0.000826,0.000826
280,8722.19,0.46468,0.25869,0.94313,0.99345,0.98262,0.98979,0.90256,0.48548,0.20061,0.83582,0.000793,0.000793,0.000793
281,8750.92,0.46073,0.25465,0.94315,0.99344,0.98158,0.98986,0.90227,0.48545,0.20103,0.83595,0.00076,0.00076,0.00076
282,8779.37,0.46243,0.25259,0.94228,0.99344,0.98158,0.98984,0.90182,0.48543,0.20111,0.83602,0.000727,0.000727,0.000727
283,8807.98,0.45742,0.25294,0.93931,0.99344,0.98153,0.98985,0.90336,0.48539,0.20105,0.83595,0.000694,0.000694,0.000694
284,8836.76,0.4578,0.25159,0.93974,0.99123,0.98488,0.98987,0.90261,0.48489,0.20135,0.83552,0.000661,0.000661,0.000661
285,8865.48,0.45985,0.25259,0.93933,0.99125,0.98488,0.98991,0.90278,0.48482,0.20119,0.83552,0.000628,0.000628,0.000628
286,8893.62,0.45543,0.25046,0.93772,0.99126,0.98488,0.98993,0.90273,0.48476,0.20126,0.83558,0.000595,0.000595,0.000595
287,8921.9,0.45441,0.25067,0.94114,0.9913,0.98488,0.98995,0.9034,0.48454,0.20098,0.83558,0.000562,0.000562,0.000562
288,8950.71,0.4567,0.25028,0.93994,0.9913,0.98448,0.99001,0.90301,0.4845,0.2009,0.83557,0.000529,0.000529,0.000529
289,8981.3,0.45493,0.24962,0.93677,0.99344,0.98135,0.99004,0.90246,0.48456,0.20061,0.8356,0.000496,0.000496,0.000496
290,9009.81,0.44967,0.24904,0.94012,0.9913,0.98413,0.99005,0.90316,0.48446,0.20094,0.83555,0.000463,0.000463,0.000463
291,9037.27,0.40963,0.19044,0.88055,0.99021,0.98335,0.99014,0.90218,0.48436,0.20057,0.83562,0.00043,0.00043,0.00043
292,9064.39,0.39607,0.18406,0.87594,0.99018,0.9838,0.99022,0.90247,0.48409,0.20061,0.83547,0.000397,0.000397,0.000397
293,9091.42,0.39401,0.18095,0.87579,0.99114,0.9838,0.99029,0.90299,0.48385,0.20041,0.83547,0.000364,0.000364,0.000364
294,9118.64,0.39092,0.177,0.87175,0.99112,0.9838,0.99036,0.90271,0.48387,0.20049,0.83554,0.000331,0.000331,0.000331
295,9145.65,0.38722,0.17481,0.86872,0.99114,0.9838,0.99038,0.9019,0.48365,0.20034,0.83554,0.000298,0.000298,0.000298
296,9172.71,0.38751,0.17452,0.87011,0.99117,0.9838,0.99042,0.9023,0.4834,0.20024,0.83547,0.000265,0.000265,0.000265
297,9199.9,0.38127,0.17203,0.86763,0.99124,0.9838,0.99049,0.90214,0.4832,0.20012,0.83548,0.000232,0.000232,0.000232
298,9226.96,0.38713,0.17407,0.87472,0.9914,0.9838,0.99049,0.90131,0.48318,0.19995,0.83554,0.000199,0.000199,0.000199
299,9253.69,0.38308,0.17379,0.86602,0.99164,0.9838,0.99052,0.90133,0.48333,0.19989,0.8356,0.000166,0.000166,0.000166
300,9280.59,0.3795,0.17005,0.86363,0.9919,0.9838,0.99055,0.90298,0.48328,0.20004,0.83557,0.000133,0.000133,0.000133
