epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2471.3,0.6258,0.31853,0.86933,0.98748,0.99214,0.99376,0.85056,0.57992,0.2216,0.85781,0.008614,0.008614,0.008614
44,2520.01,0.62498,0.31668,0.8681,0.99168,0.99355,0.99363,0.85132,0.58301,0.22334,0.85758,0.008581,0.008581,0.008581
45,2568.8,0.62208,0.31628,0.8664,0.98388,0.99596,0.99419,0.85537,0.57863,0.22137,0.85713,0.008548,0.008548,0.008548
46,2617.68,0.62267,0.31676,0.865,0.99324,0.99093,0.99399,0.85462,0.57999,0.2215,0.85759,0.008515,0.008515,0.008515
47,2667.15,0.61968,0.31282,0.86379,0.99254,0.99231,0.99409,0.85243,0.57803,0.22005,0.85702,0.008482,0.008482,0.008482
48,2716.5,0.62117,0.313,0.86558,0.9926,0.99111,0.99417,0.85283,0.57609,0.21863,0.85678,0.008449,0.008449,0.008449
49,2764.8,0.62172,0.30981,0.86383,0.9938,0.99301,0.99403,0.85459,0.57632,0.2176,0.85636,0.008416,0.008416,0.008416
50,2813.48,0.61716,0.31031,0.86649,0.99068,0.99072,0.99374,0.85462,0.57479,0.21722,0.8563,0.008383,0.008383,0.008383
51,2862.08,0.61413,0.31121,0.86322,0.98889,0.99161,0.99393,0.85384,0.57635,0.21695,0.85621,0.00835,0.00835,0.00835
52,2912.05,0.61682,0.30869,0.8637,0.99037,0.99046,0.9941,0.85627,0.57547,0.21759,0.85601,0.008317,0.008317,0.008317
53,2960.63,0.61215,0.30923,0.8628,0.99317,0.99303,0.99418,0.85774,0.57374,0.21707,0.85588,0.008284,0.008284,0.008284
54,3010.38,0.61359,0.30687,0.86453,0.99256,0.9928,0.99423,0.85723,0.57327,0.21449,0.85576,0.008251,0.008251,0.008251
55,3061.16,0.61384,0.30739,0.86495,0.99331,0.99422,0.99391,0.8586,0.57182,0.21495,0.85476,0.008218,0.008218,0.008218
56,3110.05,0.60899,0.30594,0.86223,0.99267,0.99604,0.99418,0.85776,0.57049,0.21344,0.85478,0.008185,0.008185,0.008185
57,3158,0.61029,0.30413,0.86212,0.99195,0.99413,0.9942,0.85606,0.56898,0.21202,0.85397,0.008152,0.008152,0.008152
58,3206.99,0.60933,0.30422,0.86223,0.99203,0.9927,0.99415,0.85566,0.56913,0.21333,0.85449,0.008119,0.008119,0.008119
59,3256.21,0.60746,0.30318,0.86295,0.99276,0.99315,0.99436,0.85851,0.56945,0.21228,0.85451,0.008086,0.008086,0.008086
60,3306.2,0.60885,0.30179,0.86434,0.99459,0.99202,0.99421,0.85867,0.56889,0.2115,0.8544,0.008053,0.008053,0.008053
61,3355.08,0.6089,0.30229,0.86272,0.99329,0.9943,0.99432,0.86002,0.56771,0.21054,0.85434,0.00802,0.00802,0.00802
62,3405.25,0.60722,0.30205,0.86465,0.99377,0.99414,0.99434,0.85843,0.56792,0.20962,0.85392,0.007987,0.007987,0.007987
63,3452.18,0.60627,0.30283,0.86318,0.99299,0.994,0.99415,0.85876,0.56811,0.20974,0.8539,0.007954,0.007954,0.007954
64,3499.07,0.6033,0.30076,0.86003,0.99385,0.99387,0.99445,0.85954,0.56692,0.20969,0.85386,0.007921,0.007921,0.007921
65,3545.35,0.60125,0.29868,0.86156,0.99469,0.99424,0.99402,0.85974,0.56485,0.20896,0.85319,0.007888,0.007888,0.007888
66,3591.67,0.60389,0.30104,0.86183,0.99487,0.99362,0.99422,0.86159,0.56484,0.21041,0.85324,0.007855,0.007855,0.007855
67,3639.61,0.60262,0.2989,0.86239,0.99443,0.99415,0.99438,0.85999,0.56674,0.20933,0.85375,0.007822,0.007822,0.007822
68,3686.85,0.60195,0.29877,0.86312,0.99444,0.99557,0.99419,0.86197,0.56438,0.20848,0.853,0.007789,0.007789,0.007789
69,3733.4,0.59982,0.29457,0.86182,0.99381,0.9945,0.99422,0.86137,0.56421,0.20747,0.85283,0.007756,0.007756,0.007756
70,3783.73,0.60245,0.29751,0.85974,0.9944,0.99401,0.99412,0.86139,0.56436,0.20782,0.85308,0.007723,0.007723,0.007723
71,3830.46,0.59759,0.29587,0.86253,0.99525,0.99384,0.99402,0.86338,0.56324,0.20596,0.85282,0.00769,0.00769,0.00769
72,3877.06,0.59608,0.29454,0.85975,0.9949,0.9951,0.99425,0.86306,0.56143,0.20415,0.85245,0.007657,0.007657,0.007657
73,3923.32,0.5945,0.29446,0.85977,0.99489,0.99532,0.99403,0.86221,0.56176,0.20561,0.85245,0.007624,0.007624,0.007624
74,3970.37,0.5969,0.2956,0.86183,0.99539,0.99509,0.99434,0.8652,0.56059,0.20432,0.85207,0.007591,0.007591,0.007591
75,4018.48,0.59564,0.29482,0.86283,0.99455,0.99668,0.99429,0.86352,0.56046,0.20442,0.85193,0.007558,0.007558,0.007558
76,4065.42,0.5952,0.29388,0.86283,0.9955,0.9952,0.99446,0.86336,0.55976,0.20425,0.85179,0.007525,0.007525,0.007525
77,4113.67,0.59359,0.29337,0.85974,0.99538,0.99593,0.99442,0.86438,0.56004,0.20534,0.85184,0.007492,0.007492,0.007492
78,4161.85,0.59386,0.29457,0.85948,0.9952,0.99594,0.99439,0.86528,0.5611,0.2037,0.85222,0.007459,0.007459,0.007459
79,4209.3,0.59295,0.29203,0.86001,0.99583,0.99642,0.99443,0.86469,0.55865,0.20253,0.85156,0.007426,0.007426,0.007426
80,4255.8,0.59033,0.29029,0.85888,0.99574,0.99565,0.99428,0.86561,0.55922,0.20261,0.85177,0.007393,0.007393,0.007393
81,4302.89,0.59147,0.29101,0.85923,0.99517,0.99545,0.9943,0.86433,0.5605,0.20273,0.85227,0.00736,0.00736,0.00736
82,4351.05,0.5908,0.28966,0.86095,0.99569,0.9948,0.99444,0.8663,0.55913,0.20178,0.85175,0.007327,0.007327,0.007327
83,4398.87,0.58856,0.28581,0.85912,0.9952,0.99264,0.99451,0.86586,0.55939,0.20117,0.85198,0.007294,0.007294,0.007294
84,4445.77,0.58702,0.28624,0.8587,0.99533,0.99401,0.99438,0.86506,0.55919,0.20136,0.85202,0.007261,0.007261,0.007261
85,4495.73,0.58948,0.28786,0.85917,0.99528,0.995,0.99435,0.86741,0.55802,0.20101,0.85162,0.007228,0.007228,0.007228
86,4543.14,0.5855,0.28698,0.8582,0.99543,0.99551,0.99427,0.86544,0.55763,0.20108,0.85137,0.007195,0.007195,0.007195
87,4590.6,0.58469,0.28616,0.85733,0.99526,0.99574,0.99442,0.86441,0.55698,0.20056,0.8509,0.007162,0.007162,0.007162
88,4637.78,0.58518,0.28602,0.85755,0.99501,0.9949,0.99445,0.86449,0.55669,0.20005,0.85092,0.007129,0.007129,0.007129
89,4684.93,0.5842,0.28517,0.85815,0.99528,0.9944,0.99441,0.86383,0.55603,0.20024,0.85064,0.007096,0.007096,0.007096
90,4732.67,0.58281,0.28658,0.85746,0.99509,0.99421,0.99438,0.86412,0.55678,0.20026,0.85092,0.007063,0.007063,0.007063
91,4779.75,0.58282,0.28464,0.85804,0.99466,0.99563,0.99432,0.86609,0.55691,0.2002,0.85107,0.00703,0.00703,0.00703
92,4827.74,0.58046,0.28377,0.85504,0.99474,0.99564,0.99419,0.86648,0.55557,0.19964,0.85084,0.006997,0.006997,0.006997
93,4876.75,0.58025,0.28559,0.85763,0.99288,0.9961,0.99421,0.86718,0.55497,0.19889,0.85061,0.006964,0.006964,0.006964
94,4923.86,0.57633,0.2808,0.8569,0.99559,0.99608,0.99414,0.8673,0.55496,0.19854,0.85089,0.006931,0.006931,0.006931
95,4971.01,0.57893,0.28411,0.85845,0.9951,0.99615,0.99437,0.8678,0.55437,0.19818,0.85081,0.006898,0.006898,0.006898
96,5018.1,0.58227,0.28467,0.85763,0.99495,0.99685,0.99437,0.86668,0.55483,0.1981,0.85086,0.006865,0.006865,0.006865
97,5065.42,0.58041,0.28322,0.85722,0.99496,0.99728,0.99431,0.86612,0.55503,0.19849,0.85092,0.006832,0.006832,0.006832
98,5113.04,0.57691,0.27999,0.85687,0.99495,0.9962,0.99426,0.86681,0.5551,0.19849,0.85089,0.006799,0.006799,0.006799
99,5160.34,0.57684,0.27997,0.85744,0.99488,0.99642,0.99424,0.86739,0.55448,0.19875,0.85064,0.006766,0.006766,0.006766
100,5210.23,0.57698,0.28031,0.85679,0.99476,0.99612,0.99431,0.8666,0.55421,0.19794,0.85052,0.006733,0.006733,0.006733
101,5257.73,0.57103,0.27717,0.85498,0.99524,0.99522,0.99443,0.86923,0.55398,0.19773,0.85051,0.0067,0.0067,0.0067
102,5310.75,0.57373,0.27912,0.85538,0.99524,0.99476,0.99433,0.86816,0.55375,0.19765,0.85042,0.006667,0.006667,0.006667
103,5367.7,0.57188,0.27748,0.85549,0.99548,0.9946,0.99437,0.86916,0.55382,0.19718,0.85047,0.006634,0.006634,0.006634
104,5427.9,0.56923,0.27841,0.85443,0.99528,0.99431,0.99431,0.86842,0.55373,0.19742,0.85048,0.006601,0.006601,0.006601
105,5486.24,0.57058,0.27715,0.85611,0.99525,0.99474,0.9943,0.86828,0.55383,0.19689,0.85045,0.006568,0.006568,0.006568
106,5541.3,0.56926,0.2775,0.85242,0.99495,0.99519,0.99437,0.86839,0.55444,0.19675,0.85057,0.006535,0.006535,0.006535
107,5597.83,0.5682,0.27685,0.85412,0.99515,0.99575,0.99437,0.86735,0.55464,0.19698,0.85068,0.006502,0.006502,0.006502
108,5655.66,0.56705,0.27702,0.85466,0.9957,0.99605,0.99445,0.86792,0.55489,0.19684,0.85079,0.006469,0.006469,0.006469
109,5711.25,0.56644,0.27675,0.85403,0.99572,0.99635,0.99448,0.86805,0.555,0.19623,0.85087,0.006436,0.006436,0.006436
110,5767.95,0.56931,0.2771,0.85496,0.99581,0.99626,0.9945,0.8685,0.55487,0.19588,0.85078,0.006403,0.006403,0.006403
111,5825.17,0.56675,0.27557,0.85325,0.99567,0.99618,0.99447,0.868,0.55447,0.19567,0.85061,0.00637,0.00637,0.00637
112,5881.03,0.56612,0.276,0.8522,0.99551,0.99622,0.99447,0.86845,0.55424,0.19568,0.85064,0.006337,0.006337,0.006337
113,5937.14,0.56479,0.27617,0.8538,0.99542,0.99621,0.99449,0.8696,0.55389,0.19543,0.8506,0.006304,0.006304,0.006304
114,5992.32,0.56349,0.27472,0.85378,0.99527,0.99648,0.99449,0.86958,0.55403,0.19565,0.85066,0.006271,0.006271,0.006271
115,6047.25,0.56092,0.27241,0.85174,0.99518,0.99648,0.99447,0.86981,0.55394,0.19535,0.85064,0.006238,0.006238,0.006238
116,6102.93,0.56124,0.27215,0.85175,0.99501,0.99652,0.99448,0.8689,0.55366,0.19524,0.85059,0.006205,0.006205,0.006205
117,6158.29,0.56151,0.2722,0.85259,0.99509,0.99632,0.9945,0.86945,0.55347,0.19498,0.85062,0.006172,0.006172,0.006172
118,6213.81,0.56178,0.27293,0.8535,0.99503,0.99613,0.99447,0.86946,0.55341,0.19478,0.85069,0.006139,0.006139,0.006139
119,6268.57,0.55819,0.27148,0.85115,0.99526,0.99627,0.99448,0.86955,0.55313,0.1949,0.85067,0.006106,0.006106,0.006106
120,6324.38,0.56026,0.27233,0.85316,0.99536,0.99627,0.99446,0.8694,0.55335,0.19471,0.8508,0.006073,0.006073,0.006073
121,6380.78,0.5589,0.27415,0.85282,0.99532,0.99624,0.99441,0.8688,0.55353,0.19485,0.85088,0.00604,0.00604,0.00604
122,6437.45,0.55744,0.27073,0.85299,0.99545,0.99606,0.99443,0.8689,0.55335,0.19459,0.85085,0.006007,0.006007,0.006007
123,6493.82,0.557,0.27179,0.85391,0.99559,0.99607,0.99445,0.86875,0.55344,0.19484,0.85097,0.005974,0.005974,0.005974
124,6549.66,0.55793,0.26984,0.85242,0.99548,0.99608,0.99443,0.86966,0.5533,0.195,0.85102,0.005941,0.005941,0.005941
125,6604.53,0.55255,0.26937,0.85121,0.99542,0.99589,0.99443,0.87028,0.55337,0.19476,0.85116,0.005908,0.005908,0.005908
126,6661.01,0.55487,0.2686,0.85043,0.99551,0.99591,0.99444,0.87088,0.55332,0.19489,0.85122,0.005875,0.005875,0.005875
127,6720.41,0.55242,0.26816,0.85082,0.99548,0.99579,0.99444,0.87099,0.55338,0.19466,0.85129,0.005842,0.005842,0.005842
128,6783.61,0.5503,0.26925,0.85142,0.99549,0.99582,0.99444,0.87055,0.55364,0.19465,0.85138,0.005809,0.005809,0.005809
129,6839.22,0.54966,0.26784,0.84961,0.99551,0.99586,0.99443,0.87086,0.55366,0.19446,0.85142,0.005776,0.005776,0.005776
130,6894.84,0.54889,0.26771,0.85065,0.99555,0.99591,0.99444,0.87061,0.5536,0.19438,0.85151,0.005743,0.005743,0.005743
131,6948.61,0.5484,0.26359,0.85238,0.99532,0.99591,0.99444,0.87109,0.55381,0.19443,0.85158,0.00571,0.00571,0.00571
132,7004.86,0.54775,0.26461,0.84931,0.99531,0.99598,0.99443,0.87092,0.55392,0.19429,0.85161,0.005677,0.005677,0.005677
133,7056.85,0.54678,0.26476,0.8498,0.99534,0.99595,0.99442,0.86998,0.55381,0.19432,0.85162,0.005644,0.005644,0.005644
134,7110.93,0.54627,0.2657,0.84919,0.99534,0.99582,0.99442,0.87017,0.55384,0.19418,0.8517,0.005611,0.005611,0.005611
135,7166.64,0.54548,0.26407,0.84908,0.99531,0.99585,0.9944,0.86993,0.55381,0.19422,0.85174,0.005578,0.005578,0.005578
136,7223.14,0.54536,0.26527,0.85066,0.99515,0.99592,0.99439,0.86929,0.55396,0.19411,0.8518,0.005545,0.005545,0.005545
137,7278.48,0.54399,0.2635,0.84814,0.99506,0.99592,0.99439,0.86942,0.55404,0.19415,0.85184,0.005512,0.005512,0.005512
138,7332.39,0.54254,0.26294,0.84995,0.99503,0.99607,0.99439,0.8701,0.55407,0.19407,0.85189,0.005479,0.005479,0.005479
139,7387.83,0.54173,0.26267,0.84911,0.99499,0.99595,0.99439,0.87083,0.55411,0.19399,0.85194,0.005446,0.005446,0.005446
140,7443.25,0.54094,0.26153,0.84882,0.99496,0.99591,0.99438,0.87083,0.55432,0.19404,0.85204,0.005413,0.005413,0.005413
141,7498.75,0.54073,0.26142,0.848,0.99495,0.99588,0.99439,0.87077,0.5543,0.19399,0.85206,0.00538,0.00538,0.00538
142,7557.58,0.54248,0.26208,0.85009,0.99489,0.99578,0.99438,0.87032,0.55438,0.19413,0.8521,0.005347,0.005347,0.005347
143,7617.53,0.53747,0.26071,0.84685,0.99493,0.99567,0.99438,0.86975,0.55445,0.19419,0.85214,0.005314,0.005314,0.005314
144,7672.71,0.5368,0.25856,0.84662,0.99488,0.99569,0.99438,0.86957,0.55445,0.19406,0.85217,0.005281,0.005281,0.005281
145,7731.74,0.53701,0.26045,0.84728,0.99494,0.99552,0.99437,0.86959,0.55445,0.19389,0.8522,0.005248,0.005248,0.005248
146,7788.79,0.53391,0.25974,0.84786,0.99488,0.99546,0.99438,0.8695,0.55452,0.19385,0.85228,0.005215,0.005215,0.005215
147,7845.12,0.53607,0.25772,0.8477,0.99489,0.99579,0.99439,0.86974,0.55464,0.19393,0.85232,0.005182,0.005182,0.005182
148,7905.77,0.53444,0.25886,0.84624,0.995,0.9958,0.99442,0.86971,0.55468,0.19395,0.85232,0.005149,0.005149,0.005149
149,7966,0.53439,0.25742,0.84786,0.99495,0.99592,0.99443,0.86962,0.55484,0.19387,0.85237,0.005116,0.005116,0.005116
150,8024.06,0.53151,0.25565,0.84626,0.99498,0.99604,0.99444,0.86919,0.55497,0.19411,0.85245,0.005083,0.005083,0.005083
151,8081.77,0.53186,0.2555,0.84574,0.99506,0.99625,0.99447,0.86953,0.55494,0.1939,0.85244,0.00505,0.00505,0.00505
152,8137.6,0.52911,0.25495,0.84468,0.99507,0.99638,0.99448,0.86992,0.55494,0.19386,0.85247,0.005017,0.005017,0.005017
153,8192.4,0.52998,0.25583,0.84477,0.99503,0.9964,0.99448,0.86982,0.55519,0.19415,0.85253,0.004984,0.004984,0.004984
154,8251.06,0.52757,0.25475,0.84586,0.99507,0.99629,0.99452,0.87017,0.55502,0.19389,0.85252,0.004951,0.004951,0.004951
155,8307.16,0.52801,0.25524,0.84485,0.99508,0.99633,0.99452,0.87001,0.55499,0.19385,0.85254,0.004918,0.004918,0.004918
156,8364.51,0.52815,0.25637,0.84504,0.99514,0.99642,0.99453,0.87031,0.55499,0.19372,0.85256,0.004885,0.004885,0.004885
157,8417.83,0.5233,0.2551,0.84426,0.99521,0.99642,0.99453,0.87038,0.55497,0.19394,0.85255,0.004852,0.004852,0.004852
158,8475.04,0.52342,0.25692,0.84477,0.99537,0.99643,0.99453,0.86974,0.55501,0.19366,0.8526,0.004819,0.004819,0.004819
159,8530.61,0.52323,0.25241,0.84445,0.99547,0.99638,0.99453,0.86984,0.55512,0.1938,0.85265,0.004786,0.004786,0.004786
160,8588.25,0.52138,0.2519,0.84383,0.99548,0.9963,0.99453,0.86962,0.55508,0.19389,0.8527,0.004753,0.004753,0.004753
161,8647.66,0.5215,0.25145,0.84386,0.99551,0.99622,0.99453,0.86914,0.55505,0.19371,0.85269,0.00472,0.00472,0.00472
162,8706.36,0.51947,0.25045,0.84443,0.99554,0.99618,0.99454,0.8692,0.55513,0.19398,0.85275,0.004687,0.004687,0.004687
163,8759.46,0.51948,0.25151,0.84422,0.99553,0.99619,0.99454,0.86995,0.55514,0.19386,0.85277,0.004654,0.004654,0.004654
164,8817.02,0.51907,0.25056,0.84418,0.9956,0.99616,0.99454,0.86987,0.55515,0.19384,0.85281,0.004621,0.004621,0.004621
165,8870.84,0.52118,0.25246,0.8445,0.99564,0.99615,0.99454,0.8697,0.55518,0.19392,0.85282,0.004588,0.004588,0.004588
166,8926.06,0.51738,0.25065,0.84317,0.99575,0.99607,0.99454,0.87009,0.55521,0.19368,0.85286,0.004555,0.004555,0.004555
167,8984.19,0.51719,0.24975,0.84268,0.99577,0.99608,0.99454,0.86965,0.55521,0.19355,0.8529,0.004522,0.004522,0.004522
168,9042.22,0.51254,0.24735,0.84167,0.9958,0.99604,0.99455,0.86957,0.55527,0.19358,0.85293,0.004489,0.004489,0.004489
169,9096.28,0.5129,0.24955,0.84227,0.99576,0.99606,0.99454,0.86971,0.55539,0.19359,0.85298,0.004456,0.004456,0.004456
170,9144.33,0.51333,0.24999,0.84303,0.99572,0.99598,0.99453,0.86967,0.5554,0.19364,0.85303,0.004423,0.004423,0.004423
171,9191.72,0.51009,0.2488,0.84146,0.99568,0.99603,0.99454,0.86986,0.55535,0.19369,0.85305,0.00439,0.00439,0.00439
172,9238.79,0.51135,0.24706,0.84243,0.99568,0.99604,0.99454,0.87016,0.55551,0.19371,0.8531,0.004357,0.004357,0.004357
173,9285.87,0.50953,0.24772,0.84176,0.99569,0.99604,0.99454,0.87039,0.55556,0.19385,0.85315,0.004324,0.004324,0.004324
174,9333.26,0.50739,0.24764,0.84289,0.9957,0.99602,0.99454,0.87056,0.55567,0.19378,0.85323,0.004291,0.004291,0.004291
175,9380.7,0.5059,0.24505,0.84089,0.9957,0.99602,0.99454,0.87039,0.55569,0.19373,0.85329,0.004258,0.004258,0.004258
176,9430.08,0.50377,0.24479,0.84052,0.99569,0.99601,0.99455,0.87069,0.55581,0.19354,0.85331,0.004225,0.004225,0.004225
177,9477.39,0.50381,0.24359,0.84066,0.99567,0.99597,0.99455,0.87055,0.5559,0.19364,0.85336,0.004192,0.004192,0.004192
178,9527.59,0.5019,0.24295,0.84155,0.99565,0.99597,0.99455,0.87091,0.5559,0.19366,0.85338,0.004159,0.004159,0.004159
179,9575.91,0.50285,0.24365,0.84188,0.99561,0.99602,0.99455,0.87024,0.55594,0.19355,0.85341,0.004126,0.004126,0.004126
180,9624.79,0.50095,0.2435,0.8409,0.99565,0.99601,0.99455,0.87027,0.55598,0.19363,0.85345,0.004093,0.004093,0.004093
